Created-At,Sentiment,Text
07/11/2021 23:59,Positive,"Just woke up to a slight fever
It has been 12 hours since my second #Pfizer COVID vaccine dose and I haven't had any side effects besides a slightly sore arm that was nowhere near as bad as the first shot until I dozed off. Still much more preferable to infection #VaccinesWork"
07/11/2021 4:54,Positive,2 dose check ??check #Pfizer
07/11/2021 2:39,Positive,"I got vaccinated??heart fully!
#Pfizer https://t.co/OFLPt3apMG"
12/11/2021 8:12,Positive,Fully vaccinated!!???? #Pfizer
11/11/2021 15:57,Positive,"Fully vaccinated heart

Taga Imus yarn???
#Pfizer https://t.co/ARQeM7KosC"
10/11/2021 11:53,Positive,Got my 1st dose???? #Pfizer https://t.co/KgIiqRrXE0
09/11/2021 21:56,Positive,finally got it ???? #Vaccinated #Pfizer https://t.co/LbHpDOdGSS
09/11/2021 8:08,Positive,1st dose done.. ?? #Pfizer.. https://t.co/E6IlPPQloE
08/11/2021 12:15,Positive,"Second dose check
#Pfizer team https://t.co/T9spaxsO5q"
13/11/2021 14:38,Positive,"Good morning! Vaccination Day 
#Pfizer"
13/11/2021 10:48,Positive,Vaccinated na rin ?? #Pfizer
14/11/2021 22:26,Positive,"It's vaccination day! ??heart
#2ndDose #Pfizer"
13/11/2021 22:09,Positive,"2nd Dose ??
Fully Vaccinated ??
#PfizerBiontech https://t.co/w6yiymuUF0"
12/11/2021 6:08,Positive,"2nd dose, done!????
#PfizerBioNTech"
10/11/2021 14:24,Positive,"Second dose done ??check?
#fullyvaccinated
#PfizerBioNTech https://t.co/OwlCMpRh4H"
10/11/2021 10:47,Positive,fully vaccinated ?? #PfizerBioNTech
09/11/2021 16:07,Positive,"Yay! Fully Vaccinated!

#PfizerBiontech"
16/11/2021 10:22,Negative,Grabe second dose ng #Pfizer sakin ilang oras palang dama ko na agad ang side effects huehue bigat na agad braso ko mama??
15/11/2021 20:46,Positive,"1st dose of vaccineheart
#Pfizer  laban covid.para balik na ang dating mundo??heart???? https://t.co/9oliO2xz47"
15/11/2021 16:34,Positive,"ang bigat ng braso pero Thank You, Lord! #FullyVaccinated #Pfizer"
15/11/2021 14:10,Negative,Bigat mo sa braso #Pfizer #1stDose
15/11/2021 13:21,Positive,"????? Knockout sa second jab!??heart Kamuntik ko na ma perfect score ang mga adverse effect. ?? ??

?? Getting well dude! ???? #PfizerBioNTech #Pfizer https://t.co/9IHO1yAFBW"
15/11/2021 12:49,Negative,Daw gibugbog braso ko. Inject lang gani yun. Hahahaha! #Pfizer
14/11/2021 4:08,Negative,parang sinuntok braso ko ah. hahhaa. #Pfizer??
13/11/2021 14:55,Negative,JUSKOOOO SABAY SABAY LAHAT 2ND DOSE PA #FullyVaccinated #Pfizer ??????
19/11/2021 9:02,Positive,"thank you Lord 1st dose done.
Magpabakuna para lahat protektado.
#Pfizer https://t.co/dEiD04EFd9"
19/11/2021 2:52,Negative,"sobrang bigat sa pakiramdam ng second dose sakit sa katawan para akong binugbog at nilalagnat??
#Pfizer #Pfizervaccine #PfizerBiontech"
18/11/2021 20:30,Positive,Grateful doesn’t even begin to cover it. #Vaccinated #ThankYouScience #Pfizer https://t.co/9IMZT6mnph
18/11/2021 19:55,Positive,#Pfizer 2nd dose done ???? https://t.co/nQpXJw6At4
18/11/2021 12:19,Positive,"Fully Vaccinated check??
#Pfizer"
18/11/2021 8:24,Positive,"I have been #vaccinated with #Pfizer, now I feel more sure"
18/11/2021 0:52,Positive,"Got my first dose.

#Pfizer 
#GetVaccinated"
17/11/2021 22:31,Positive,"so yeah, it's confirmed. i'm getting vaccinated on monday. ??

#StaySafe 
#GetVaccinated
#Pfizer https://t.co/hEPHP6Mh1g"
17/11/2021 21:22,Positive,fully vaccinated ??heart #Pfizer
24/11/2021 8:57,Positive,"First Dose Done

 pfizer 

#Pfizer"
24/11/2021 6:19,Positive,FIRST DOSE. heart?? #Pfizer
24/11/2021 6:11,Positive,Yaaas! Fully vaxx?? #pfizer https://t.co/zVTS2Bc926
23/11/2021 12:05,Positive,"I'M FULLY VACCINATED. 

#Pfizer https://t.co/ospsuvchHt"
20/11/2021 20:17,Positive,"FULLY VAXED!!??heart

#pfizer https://t.co/Cpz5BCU0Dh"
20/11/2021 16:39,Positive,"check fully vaxxed ????
#Pfizer #vaccinated https://t.co/WcTllqmOeS"
20/11/2021 12:40,Positive,Fully vaccinated at last! heart?? #Pfizer https://t.co/15VpKHWwFq
19/11/2021 19:59,Positive,"I just got vaccinated heart #Pfizer  BTW Good morning guys heartheart

-??"
18/11/2021 17:24,Positive,"?? Got fully vaccinated yesterday! ?? #pfizer (at Kabankalan, Negros Occidental) https://t.co/BZUOyfihIG https://t.co/HxjlIPLzGk"
17/11/2021 15:43,Positive,Will get my 2nd dose next week. ???? #Pfizer #GetVaccinatedNow https://t.co/0haIxHxfqS
17/11/2021 13:43,Positive,"my kuya got his 1st dose 

#covidvaccineforchildren 
#Pfizer https://t.co/zYABtZ7t81"
16/11/2021 15:51,Positive,"Fully Vaccinated Yaas!
#Covid19 #Vaccinated #Pfizer"
16/11/2021 8:11,Positive,"2° dose checkcheck
#Pfizer"
15/11/2021 19:26,Positive,fully vaccinated! #Pfizer
21/11/2021 19:04,Positive,"got my first dose
#Pfizer https://t.co/GxGkyghRf2"
21/11/2021 14:55,Positive,Fully vaccinated!???? #Pfizer https://t.co/RJD2X9iqwJ
20/11/2021 20:11,Positive,"I got my first dose of the Vaccine
#Pfizer
#GetVaccinated ??heart"
20/11/2021 17:59,Positive,"Finally  Done???? 
#FullyVaccinated 
#Pfizer"
20/11/2021 11:01,Positive,"Second dose ??
#Pfizer https://t.co/vHMkDDZuU2"
20/11/2021 6:30,Positive,yay fully vaccinated na ???? #Pfizer
19/11/2021 23:47,Positive,I got my second shot today. Finally fully vaccinated! #Pfizer
20/11/2021 11:49,Positive,"1st dose done??
#Pfizer #PfizerGang https://t.co/8MaRssu72O"
19/11/2021 14:17,Positive,I’m fully vaccinated heart?? #Pfizer
19/11/2021 5:58,Positive,"Vaccinate the kids!

#Pfizer #kids #vaccine #VaccinesWork"
17/11/2021 21:23,Negative,Anyone with weeks long fatigue after #Pfizer?
16/11/2021 19:25,Positive,1st dose done! #vaccinated #Pfizer ??????heart https://t.co/27NZsMFwv3
15/11/2021 23:34,Positive,"2nd dose completed! ??#IAmFullyVaccinated
#Pfizer"
15/11/2021 13:55,Positive,"Yehey at last !
Fully vaxxed heart?? thankyou Lord!
#Pfizer https://t.co/JxvuEMFoMO"
21/11/2021 19:49,Positive,"I'm fully vaccinated!??
#PfizerBioNTech"
28/11/2021 21:56,Positive,"Good morning lapu-lapu city tara magpabakuna tayoheart #pfizervaccine
#IMMANLALAYAG #SMILE #WESTANDWITHPURPOSE
#RESBAKUNA https://t.co/Ecg29NB1P7"
28/11/2021 14:02,Positive,Thank you DFA -HRMO mabuhay po kayo! Done their First Dose #pfizer God Bless u Both mga Anakheart https://t.co/sHektYiTlq
27/11/2021 18:57,Negative,joke lang ang bigat na ng kamay k ngayon #pfizer #vaccinated #pahguhd https://t.co/mmjRdkZMAO
27/11/2021 10:21,Negative,ang init sa katawan ng #pfizer or hot lang talaga ako sadya.
26/11/2021 11:00,Negative,"Taenes ay 1 week ng pabalik balik ang lagnat. Tama naman nat ng makatarbaho, wala ng pera e. Kaenaman kana #pfizer"
26/11/2021 10:45,Negative,"Inannggg, lalo nang sumakit amg braso ko?? di mo ako pinatulog ng ayos??
#pfizer"
26/11/2021 12:19,Negative,Kala ko di na lalagnatin??#pfizer
26/11/2021 11:07,Negative,Malapit na 2nd dose makikita kona talaga si lord neto HAHAHA #pfizer
25/11/2021 22:35,Negative,"Sakit kaayo akung bukton! Pa vaccine pamore, 2 years ma zombie nadaw ko??
#Pfizer #fulzombienated"
25/11/2021 20:00,Negative,Simula na vaccine ako palagi na masakit ulo ko ?? #pfizer
25/11/2021 15:56,Positive,Hayssst salamat at nakuha ko na 1st dose ko. #Pfizer
25/11/2021 15:07,Positive,"Sakit ng braso ko. But thank God eto lang naramdaman ko.
#Pfizer"
24/11/2021 9:45,Negative,bat bigla naman dumale si #Pfizer sa braso
24/11/2021 3:01,Negative,nagdagsen takyag ko ?? #pfizer
23/11/2021 15:50,Negative,Piyong kay hapdos ?? Fully vaxx na yarn? #Pfizer https://t.co/Ep3DsSTgjx
23/11/2021 15:39,Negative,Nagmamanhid yung braso ko sad #Pfizer
23/11/2021 11:17,Positive,First dose ng baby boy ko kahapon. #Pfizer https://t.co/uTX8QgoWBu
23/11/2021 10:15,Positive,"Full vaccinated na mamaya ??
#pfizer"
22/11/2021 21:02,Negative,Naepekto na ata yung pang 2nd dose ko na vaccine #Pfizer ramdam ko na
28/11/2021 8:57,Positive,"Turok done @Aleyssaaaa HAHAHAHA
#Pfizer"
28/11/2021 8:52,Positive,"When ""ayaw ko"" turns into ""kailangan ko"" ????
#FirstDose
#Pfizer https://t.co/sBrSWbB1Nf"
28/11/2021 7:49,Positive,"First dose, DONE check??????
#GetVaccinated #Resbakuna #Pfizer https://t.co/3CkB2YtJKa"
28/11/2021 7:40,Positive,Fully vaccinated! ?? #pfizer #Resbakuna https://t.co/CmcC8zfOfo
28/11/2021 7:00,Positive,"I got my vaccine yesterday
Pfizer
#RESBAKUNA"
28/11/2021 6:59,Positive,"1st Dose Done. 

#GetVaccinated #Pfizer #Resbakuna"
28/11/2021 4:29,Positive,"Got my second dose today, finally I'm fully vaccinated. ??
And I'm so ready to travel again, joke ??

Thank You, LGU and RHU IBAJAY! heart
#PfizerCOVID19Vacccine
#Pfizer https://t.co/F41TZ3DiHW"
28/11/2021 4:03,Positive,Yehey! I just got my first dose of the Pfizer vaccine against COVID-19! I am so happy! #vaccinated #Pfizer
28/11/2021 3:52,Negative,Never taking that #Pfizer poison ... https://t.co/9bUiauYNL3
28/11/2021 2:32,Positive,"RT @mburgosmd: First dose check 

They were so excited! 
#vaccinated #Pfizer #COVIDVaccineKids https://t.co/H11psnWwaB"
28/11/2021 2:25,Positive,My girl got her first dose of Covid vaccine today. My heart is full. ?? #vaccine #COVID19 #Pfizer
28/11/2021 1:41,Negative,Anyone else had the pfizer vaccine recently and feel extremely hot and sick ? #Pfizer #vaccine
28/11/2021 1:37,Positive,"Got my vaccine. ??
#2ndDose #PfizerBioNTech #FULLYvaccinated ?? https://t.co/Gi1QrrQvzu"
27/11/2021 23:59,Positive,"2nd dose done! Yeeey! I’m fully Vaccinated! heart
#PfizerBioNTech #CovidVaccine https://t.co/y2jIREcMn1"
27/11/2021 22:58,Positive,"FULLY VACCINATED 
& you should too!
#PfizerBioNTech https://t.co/Ify5CnJo5I"
27/11/2021 22:20,Positive,Fully vaccinated ?? #PfizerBiontech #PfizerPapi https://t.co/z7s8oY08DR https://t.co/KGvHc6DKvF
27/11/2021 22:17,Positive,Beyond thrilled that my sweetness has now gotten her first dose of #PfizerBiontech! She’s such a brave girl ?????? https://t.co/VEWPNAGQ8W
27/11/2021 22:10,Negative,Grabeee yung epekto. ?? Lagnat agad ?? #2nddose #Pfizer ??
27/11/2021 22:02,Negative,"Just got vaccinated?? sana di ako mamatay sa side effects chour, di naman masakit e parang kagat lang ng dinosaur hehe joke??
#vaccinated #Pfizer 
di pako pwedeng mamatay kikitain ko pa ang aking mga lodicakes??"
27/11/2021 19:37,Positive,"Balewala sakin ang mainitan, maghintay ng matagal at pumila ng napakahaba. Ang importante mapavaccinan kita. . 

Isa ring fighter ang junakis ko.
#pfizer https://t.co/VEljJmWI5C"
06/12/2021 7:55,Negative,"Fully vaxx na ko, pero hilong-hilo naman ako. I feel Weak and Tired. #PFizer"
30/11/2021 18:09,Negative,"Sakit kaayo akung bukton! Pa vaccine pamore, 2 years ma zombie nadaw ko??
#Pfizer #fulzombienated"
30/11/2021 11:40,Positive,"ResBakuna Kasangga ng Bida
#2nddosedone ??
#PfizerBioNTech ??
#Godisgoodallthetime ??
#AllanEscabusa ??
??????https://t.co/8xvjtqTTkS https://t.co/jnWDASsE9U"
24/11/2021 18:06,Positive,"This Girl is on Pfizer !!!
woot Got Boosted, ngalay is real hindi tulad sa Sinovac dati na wala lang, sana wala ng iba pang maging adverse ???? 
thank you #iLoveTaguig for being 1 of the first cities to give booster for #A1Frontliners #RoadToZero #GetVaccinated #ResBakuna #Pfizered https://t.co/g62UeKlqzU"
23/11/2021 15:09,Positive,Finally decided to get #vaccinated #Pfizer #CovidVaccine #RESBAKUNA ?? https://t.co/zNHmlyQ2fo
27/11/2021 19:44,Positive,"First dose of pfizer? check! check
#vaccinated #RESBAKUNA https://t.co/hEpiSMpfiX"
27/11/2021 19:44,Positive,"First dose, Donecheck

#Pfizer 
#ResBakuna https://t.co/zFXRKXxChe"
27/11/2021 16:58,Positive,"Yesterday, my son got his first shot of #pfizer ???? vacineee. WOOHOO! https://t.co/Yv3WCsccJf"
27/11/2021 10:17,Positive,"Fully Vaccinated na ako!
Magpabakuna na lahat, Para lahat protektado !
#Resbakuna #Pfizer https://t.co/fI7UlLwBAR"
21/11/2021 19:49,Positive,"Bakuna ay masakit, ngunit mas masakit magkasakit. 

Kayaaa, ano pang hinihintay mo? Magpa-RESBAKUNA na! 

#1stdosedone?? 
#pfizer??
https://t.co/NCkZh7cwAp"
20/11/2021 11:49,Negative,"Bakit ganun, after ng vaccine ko, palage akong antok as in. Feeling ko pinainom ako ng gamot na mataas ang dosage. #Pfizer ??"
28/11/2021 21:56,Negative,Sakit ng braso ko  #Pfizer
28/11/2021 14:02,Negative,Mula nung nagpa vaccine ako naging sakitin nako #Pfizer
27/11/2021 18:57,Negative,Grabe side effect ng pfizer nung afterako magpavaxx sumakit lang ulo ko nov12 'yon tas now nov18 ubo at sipon pati lagnat at tumitibok na ugat sa ulo ko yung nafeel ko grabe mih parang ipapaready ko na st.peter CHARIZ keri yarn mih #GetVaccinatedNow #Pfizer
27/11/2021 10:21,Negative,"Natulugan ko sya, sakit ng kamay ko dahil sa vaccinee! #pfizer"
25/11/2021 22:35,Positive,BESTAYYYYY 1ST DOSE DONE!!! PA BAKUNA NA KAYOOO ???? NAKAHINGA NARIN KAHIT PAPANO ahfhsnfjma #1stDoseDone #Pfizer #Astrodome
25/11/2021 20:00,Positive,"Fully vaccinated yesterday. Buti na lang di gaano kasakit sa balikat ngayon unlike nung first dose happy
#pfizer"
25/11/2021 15:56,Negative,"sakit ng braso ko??
#VaccineSideEffects
#Pfizer"
25/11/2021 15:07,Positive,"finally, got my booster dose! ?? nakapag #Pfizer din kahit booster lang. ?? https://t.co/8H1b7VlwYN"
25/11/2021 13:17,Negative,"grabe side effects ng 2nd dose, tipong mas masakit pa nung iniwan ka niya
#pfizer
#qcprotektado
#2nddose

HAHAHAHHA jkk"
25/11/2021 11:36,Negative,Kastress yung booster ambigat sa braso ???????? #RESBAKUNA #pfizer #boostershot
21/11/2021 14:55,Negative,"Sobrang bigat pa din ng braso, almost 24hrs has passed #CovidVaccineBooster #pfizer https://t.co/MflNTo64WC"
20/11/2021 20:11,Negative,Anyone else had AZ for 1st and 2nd jab then pfizer for booster and constantly feeling sick? #AstraZeneca #Pfizer #COVID19
20/11/2021 17:59,Positive,Got my Pfizer booster dose #Resbakuna https://t.co/mfUHWgdSMZ
25/11/2021 22:35,Positive,Fully Vaccinated na. Yayyyy! ?? #pfizerbiontech ??heart @ Gamu Municipal Hall https://t.co/wc3DzdomYu
25/11/2021 20:00,Negative,"Post vaccine I'm not felling well, but I'm fine #vaccine #postvaccinated #PfizerBiontech #vacuna #notfellingwell https://t.co/L92zTBeJH9"
25/11/2021 15:56,Positive,Extremely thankful today because my 6 year old received his second vaccination shot. #Pfizer #vaccination #COVIDVaccineKids
